text,emotion
u know it  ,2
a good photo of me and a bad photo of me ,2
(saw this on the tl) sooOo what do my mutuals think of me?       – chill vibes     – shy vibes 　– gay vibes 　– bitch vibes 　– edgy vibes 　– soft vibes 　– artist vibes 　– sad vibes 　– happy vibes 　– horny vibes 　– cynical vibes,2
Tell me your fav songs from these artists.  Beyoncé - love on top  Taylor Swift - lover  Rihanna - needed me  Lady Gaga - million reasons Nicki Minaj - super bass  Ariana Grande - almost is never enough ,2
"how old were you when you..  1. never, i am good  2. 6  3. 21 4. 19 5. 15 6. 16 7. 16 8. 15 9. 11 10. 15 11. 19 12. 21 13. still dont have any :( 14. 9 15. ...not sure 16. 16 17. 21 18. still studying ugh 19. 21 20. 21  Dm me a fun fact for the questions ",2
what’s your type?  1. 150 - 160ish bc easier to kiss hnshsjsj 2. female 3. anything artsy  4. like... 6 to 8  5. anything hunny i dont discriminate 6. F  7. idm any 8. ...chill  9. good  10. safe  11. x    drop an emoji for the questions,2
wHy does my girlfriend sleep so much i am bOREDTTTTttT,2
Too lazy to even get up.,2
"Since i cannot sleep and there is nothing to do (i watch too many youtube videos ald, dunno what to watch anymore) im off to walk.",2
"Kalau kite semua busy 24/7 boleh tak? Senang. Busy, balik penat tidur esok bangun.",2
Count from 10 to 1. Lets go back to sleep! Ciao,2
Do you people excited to see me like i did? Sometimes i wonder what it feels like.,2
Bila nak off day ni hahaha,2
Nk keluar mana jommm siapa free today?,2
Bila nak pukul 3 ptg ek?,2
Malam ni saya minum kat club Taufiq Maju ape barang trec Pape roger sis kita open table lagi satu   ,2
Idky I suka tweet mlm2 cam ni sebelum tido,2
Okay la ss yg baik2 pulak. ,2
Describe me ,2
Reply tweet ini dengan jam anda pakai. I start first. ,2
Hujan sambil diteman lagu ni dekat bfm. I used @Shazam to discover Hanya Dikau by Tan Sri P. Ramlee.  ,2
"Aktiviti malam ahad. Sementara tunggu main twitter buat2 palatau tau tau dah habis pusing. Terpikir gak dulu sebelum ada internet, apa orang buat ek kalau tengah menunggu something? ",2
What’s your favorite color?,2
me on daily basis: ,2
RT if ur kinda cold and pretty tired,2
"I just woke up like an hour ago, and still crave some sleep.",2
i’m trying not to waste my time.,2
Sleeping is just a real life skip button,2
there are nights where i question it all,2
I need some distraction.,2
"hi, i’m still awake.",2
Anyone please recommend me some good movies.,2
I just need a proper sleep.,2
tell me something I dont know yet,2
I can’t sleep that’s the thing.,2
Twitter is getting boring to me.,2
netflix and alone,2
fav this for followback ,2
Call me lame but I’d rather stay home,2
Okay it’s 3am i need sleep. So tired.,2
"zero notifications, and i’m still checking my phone",2
"somewhere between try harder, and why bother",2
Sleeping is just a real life skip button,2
Life hack: u can’t be sad if ur asleep,2
Can i stay in bed all day?,2
being sleepy is part of my personality,2
“what’s on your mind?”  nothing but also everything,2
Spend some time alone. There’s so much you don’t know about yourself.,2
being sleepy has just become one of my defining personality traits,2
"If anyone wants to go on breakfast dates and lay around in bed after, hit me up.",2
i like staying up at unhumanly hours but i also like getting 12 hours of sleep do u see my problem,2
Whos free tonight????,2
GFFUFJTBHVGH I WAS LITERALLY GONNA TWEET THIS ,2
FUCK ITS 5 AM GOODNIGHT,2
babies are so cute i can’t wait to have ten,3
HOW DO I MAKE FRIENDS IN COLLEGE ,3
hi i went to the grammys last night and it was surreal and here’s me getting ready for one of the coolest nights ever ,3
i’ve never been to a concert before and now i’m at the grammys &; @tylerthecreator was absolutely unreal &; bts looks so good &; ariana grande is beautiful in person i’m ,3
loving LA lots of dogs with socks,3
going to the grammy awards this weekend very excited do u think they will have a cookie baking competition i can’t wait to meet everyone’s grandmothers i love old people,3
shoutout to my girls i love u ,3
YOU AND YOUR BROTHER AND FRIEND WERE LITERALLY SO SWEET AND IT BRIGHTENED MY DAY SO MUCH THANK YOU FOR SAYING HELLO  ,3
"today was tough & tomorrow probably will be too & the next 5 days after that will drag by & suck just as much but in exactly one week from now, i’m gonna be curled up in bed, done with finals, making plans w all my friends coming home from college & i am so so excited",3
I AM SO HYPED YOU DONT UNDERSTAND I JAVE BEEN ASKING FOR A COSTCO IN UPSTATE NY FOR SO LONG AND IM sO HAPPYSBZJSN ,3
NOOO WAAAYYY THATS MY FACE IN NYC THIS IS WILD ,3
there’s a video ad of me in the subway in nyc and i’m?:!/!.&:72!:!;!:! what!!;!!;! IF YOU SEE IT PLEASE SEND ME A PICTURE / vIDEO THATS SO CRAZY omg,3
ahah so college !!! ,3
GUESS WHO JUST WON A YEARS SUPPLY OF FREE CHIPOTLE AAYAYYYOOOOO CATCH ME GETTING FAT THIS YEAR,3
I LITERALLY SCREAMED LMFAOSOOX N WHAT IS THIs ,3
unpopular opinion but i’m actually high key excited for classes to start back up?? like i miss being in a regular routine and seeing my friends every day and being productive and i miss being on campus idk,3
i get to meet one of my favorite tiktokers in like a week and i am unbelievably excited omg,3
i cant believe THE benji krol  talked about ME  in his recent video  star struck!!!!!,3
i just realized my favorite twitter account follows me back and i’m scReaMfing i have a huge friend crush but i am too scared to do anything about it ahH,3
i’m so excited to go to europe this summer but also how am i supposed to go THREE whole weeks without seeing @norasoully ????,3
i’m going to virginia next week and i cannot wait to spend all of my money on bubble tea,3
this guy rly just instagram dm’ed me a video of his tinder profile i’m screaming what ,3
YOU KNOW WHAT WE DOIN TN?????!!,3
cute old couple came to chipotle today and their total was 19.50 and the husband started cheesing and said “thAt was a great year” and his wife laughed and rolled her eyes and he leaned in and told me it was the year she was born  mad cute wow i cant wait to be old and in love,3
TADI KAN TADI KAN I PERGI KLCC W MY BESTIES TAU ASTU KAN ADA DUA GIRLS NI PANDANG PANDANG KITAORANG INGATKAN NAK TOLONG AMBIKKAN GAMBAR KE APA RUPANYA DIA NAK BERGAMBAR DENGAN I AHAHAHAHAHA OMG NI FIRST TIME BEGINI TAU HATI KU DUPDAP ,3
"maaf, saya usha header awak sampai tersembur air hidung saya ",3
yey esok dating dengan boyfriend,3
berdenyut belah kiri muaz ,3
"Heres my room! I did some decoration yesterdays night. and Im so happy with it. tukar langsir, cadar, tampal words, band pictures, kemaskan meja. yeah baru rasa lapang and semangat hihi ️ ",3
"guysss, its todayyy!! start at 530 pm! jom meriahkan majlis dan raikan hari Pembawa Rahmat kita ️ Sollu alan Nabiy! ",3
"Salam Bulan Rabiul Awwal, alhamdulillah tak sabar nak tunggu maulid akbar Darul Murtadza  ",3
INI!!!!! ,3
GET HIM  ,3
Ayor kenduri macam ni baru meriah. Ape kabo orang Sitiawan? ,3
SET ME FREEEEE,3
holy fuck this shits so sexy ,3
keed talk to em!!!!! ,3
HAPPY BIRTHDAY TO ME!!!!!,3
OH MY FUCKING GOD ,3
why i open my insta stories and see @lordeispoc &amp; @absolutelyloco together on the lrt im fucking screaming,3
INSTAGRAM DMS NOW ON PC ️,3
cant wait ,3
no one gets on my nerves more than overly excited tuition centre teachers,3
ive been in love before but ive never felt this good about being in love,3
kylie jenner trippin like me rn,3
lets get to it bitches!!!,3
oh rEEEEEAAAALLLYYY?,3
desmybestfwen desmybestfwen,3
FIRST YOUTUBE VIDEO of 2020!!! Get To Know Me Tag    ,3
MOOD rn. Happy HOLIDAYS! #allme ,3
I was Today years old when I learned how to properly cut and eat a pomegranate ,3
bucketlist #1: try A5 Wagyu steak in Japan ,3
Currently coming up with a plan to infiltrate Philz Coffee as an undercover employee to leak the secret Mint Mojito/Ecstatic coffee formula. Ill let yall know how this goes,3
*TURNS OCTOBER  Me: SPOOKY BASKETS ,3
"Wow, Post Malones new album is a fat fucking WWWWWWWWW ",3
"So youre telling me that Justin Bieber: - got his mental health back? - back in the studio? - dancing again?  If yall see me at the next JB concert, singing along to all the songs while wearing a purple cardigan and a Bieber bowl cut wig. MIND YA BUSINESS.",3
me waiting for my pho tai bo vien to-go order  ,3
Nobody: Absolutely nobody: Me: New vid!!!!!!!!!!!!!   what i eat in a day ,3
Taco Tuesday on a Wednesday yuhhhhh......! ,3
When your trainer says you can have 1 sandwich for your Cheat Day   Philly Cheesteak vibes  ,3
"In less than 24 hours, I’ve...  - discovered @ygofficialblink  - declared Lisa/Jennie as my bias - learned 3 words in Korean (hi, barbeque, and restroom)  We’re making insane progress over here. About to plan my trip to Korea to find me a future wife. Wish me luck ",3
"Finally Top 500 Bangalore in the world (after 3 weeks of playing). Bro, the last time I was top 500 in something was for my senior class GPA in high school and I graduated with a 2.0 gpa   Lets go. Excited to see the sun for the first time tomorrow morning ️️ ",3
"ITS THE WEEKEND!!  (dont say anything, just RT) ",3
My mood rn because I just uploaded a new video  CHECK IT OUT.  ,3
"WOW. I just hit 100 subscribers on YouTube...  Just dropped outta college, and got off the phone with my LA agent to arrange a first class flight to my mansion in Hollywood Hills. Also dont talk to me if youre not verified on the gram. Yes, mom. That means you too. ",3
Thank u 2018. But 2019 is gonna be my year. Good grades. Making money. Also gonna be launching my Premium Snapchat. Maybe start selling some meth on the side to make extra money. I’m looking forward to it ️️️,3
"My girl is so sweet, she offered to get me Chick-Fil-A. It’s been 8 hours but I think that’s because theirs a long line. Can’t wait till she gets back ️",3
"Finals week is coming up. Yardi know what time it is, baby. Bout to eat a whole box of Popeyes biscuits... with no water. ",3
Been watching Fortnite streams for the past few months and literally everyone I admire is gonna be in San Jose at TwitchCon. Might have to cop a ticket just to go and fanboy real quick.... ,3
This is straight fire!! On Kung Fu Panda  ,3
What if you combined a Double Double from In-n-out with the Spicy Chicken sandwich from Chick-fil-A? Bro....,3
WE STREAMING FORTNITE. Let’s go!!!  ,3
Tell me the new grappling gun doesnt make you feel like Spiderman ..... ,3
Watching PAX Summer Skirmish got me so hyped. Imagining myself diving in the eSports Fortnite scene in the future. Ok... maybe not dive but at least dip my toes in... ,3
Broooo!! @TimothyDeLaG and Chia got married today?!? It seems like it was just yesterday when I was 12 watching his old rap videos and skits on YouTube. Love Peace Skeet And CHEESE. ,3
"Me, at Costco going to the same stand tryna stack up on free samples #Rayjhatchallenge ",3
"Laura Mercier Pure Canvas Power primer is  When it gomes to pre-makeup priming , Laura Mercier is a solid choice!  LOOK AT MY SKIN, SO DEWY  ",3
"Obsessed with the @velvetvanity_ reality star liquid eyeshadow.  For this look, I’m using the shade Jelly  ",3
The suspense and the acting  ,3
Yay for the long weekend  ,3
Look at this beauty  ,3
This Reality Star High Pigment Liquid Shadow from @velvetvanity_ is stunning!!!!!! ,3
You guys!!! What did i tell you?!?! Stream Anne With an E now!!!  ,3
It’s freaking 50 dollars!!!  ,3
What’s my favourite serum? Of course it’s Lancome Advanced Genifique!!! ,3
"Just got a paper like screen protector on my ipad mini and holy...... This and the Apple Pencil , legit rasa mcm tulis on paper!!! ",3
"Erawan massage  tomorrow, i tak sabarrrrrrr ",3
Hahaha omg i nampak i  ,3
Okay we demand an asia tour!  ,3
EEEEEEEE COMEI ,3
Its not even my wedding tomorrow tapi kemainnnn hahaha,3
Esok nak pakai turban la hehe,3
Anyway   Did I tell you guys that I worked out today? Ehehe,3
"The dinner is in two weeks away but here I am, laying out all of the possible outfits that I can wear that night.",3
"Ok, bUT CAN WE TALK ABOUT HOW FINE KYUNGSOO LOOKED LIKE IN HERE THO ",3
"Omg, the effort though! So coool  ",3
"If I ever get the rezeki to buy myself my first pair of Manolo, I will get the Hangisi collection in satin blue just to honour Carrie Bradshaw for introducing me to Manolo Blahnik.",3
So excited for all of the beauty and fashion contents that I have in store for 2020!,3
YES GIRL!! FINALLY!!!! ,3
I WANT ONE! ,3
#KAI_IS_COMING LETS GO OFFFFFFFFFFFF ,3
YESSSSSS #KAI_IS_COMING !!!! KOLO WORLD DOMINATION ,3
eye bb by lucii_ferr on ig. CATFISH GILA SIAAA ,3
im only back on twt to look at the sexay sehun pics from the event HDGSJHD @NabilaRonny dont hate me ,3
BLUSH KING HELL YES TUNGGU I BELI YE LAWA SYIAL  ,3
YEEES I FEEL LIKE THE SISTER IN LAW WTF ,3
OMG CHEN IS GETTING MARRIED JONGDAE IS GETTING MARRIED I CANT WAIT TO SEE WITTLE JONGDAE ,3
LMAOOOOOOOOOOOOOOOO ITS A PARODY ACC WHACK ,3
HE REPLIED AND HE DIPPED?? I JUST FINISHED MY HW  ,3
his aa bwoyaa~ his whining always gets me wtf KEEP WRECKING MY BIAS LIST JONGDAE ,3
SO.. SEXYBKDHKDHDK ,3
I CANT?? BLUEHAIRED BAEKHYUN HOLY SHIT KFHDKBCKF ,3
THIS IS IT. THIS IS THE THREAD THAT I DONT KNOW I NEEDED. ,3
IIII WAAAAANT ONEEE  ,3
JONGINIE’S GF YALLZ  ,3
WEH GERAMNYA AKU JDGSKHDJD ,3
I CANTDBABKDBDKDNDJ ,3
RETWEET RETWEET RETWEET RETWEET RETWEET RETWEET ,3
LOEY COVER OF CIRCLES ,3
HOLY SHIT SM STANS ARISE JDHJDHDKDJDB ,3
LOOK HOW POUTY HE IS JDJDKD CHEFS KISS ,3
LETS GO MERRIESSS WE MADE BAEKHYUN SO HYPED ,3
guess who’s older? ,3
THIS IS TOO ACCURATE ,3
so many plans ahead i am so excited!,3
imagine being this close to rihanna ,3
slalu @hoelymelayu tweet je memanjang kan tapi harini senyap pulak. buatpa tah agaknya ,3
Is it worth going to TwitchCon EU? Ive been wanting to visit my family for a while now. Thought about combining Twitchcon with my trip back home since both destinations are close. ,3
omg ,3
I found this gem while scrolling through pinterest. This is ADVANCED. ,3
I dont know about you guys but Im so excited for 2020. There will be big changes which Im looking forward to.,3
Dressed up as twitch staff :^)  Also: Im about to stream joiiiin meeee   ,3
Live now! ,3
Im about to eat but Im lacking company  soooo .... Mukbang stream! See you guys on the other side!,3
I AM VERIFIED AHHHHHHHHHHH ,3
I LOVE IT SO MUCH!!! Thankyou  ,3
"New day, new stream! Looking forward to see you guys! Link in bio  ",3
I just watched the Michael and Lily drunk stream.... is it too early to ship?,3
FINALLY AFTER SOOOO MANY YEARS  ,3
I am streaming sims 4 again. Join me and lets sing together german disney songs. Might end up listening to anime opening again because WEEB4LIFE,3
streaming now on twitch. I have no makeup on and Im a messssss but I feel like streaming so lets do this hobo stream session ,3
Congratulations!!!  ,3
first time wearing fake eyelashes! ignore the noise I made lol Im just very excited ,3
I’m looking forward to play sigma  ,3
AHHHH️ ,3
LOKI  ,3
"Attack on Titan, Season 3, Part 2 was truly an adventure. After all these years of following the anime I’m speechless. I did not read the manga so everything was a huge plot twist for me.",3
Top 2 Sims 4 Stream today? I am on FIRE ,3
 let’s gooo,3
Okay so I asked for emote artist recommendations and DAMN! So many artists texted me. I’m overwhelmed. Right now I’m choosing between 9 xD,3
Thankyou guys for the amazing stream! Can’t believe I had +300 views at some point!! Thankyou also for 6k FOLLOWERS!️️️,3
The ONE and ONLY Battle Royale that matters. ,3
2016-2019 ohmagawd ,3
"15,500 omg ",3
Hold on. Did @Sodapoppintv really just pass by my stream or is this a bot?? ,3
Today I won’t stream because I need to clean the apartment since it’s been awhile + I have plans for tonight. I might stream late at night today. If not - see you tomorrow!!,3
Today I was the Top 3 Elder Scrolls Online Streamer and I’m still shook.,3
Maksudnya kena kahwin lah kan ,3
Sis masih takboleh move on dgn neon,3
Tak sabar nak jumpa dimitri vegas &amp; vini vici malam ni ,3
Neon countdown day 2 lesgooo ,3
job hunting is seriously so discouraging and exhausting and i am petrified that i’m gonna be stuck in this little bubble town forever,0
can’t stop thinking about that garfield haunted house game and now i’m too spooked to sleep help,0
my mom made me go to the store by myself today to buy meat & i had no clue how stressful doing simple adult tasks could be but i really had to struggle not to giggle when i asked for chicken bReAsts like five times so in conclusion mom please don’t make me leave the house anymore,0
the girl next to me on this flight is v pretty &; seems rly sweet & i like her shoes &; her glasses &; i wanna be friends w her but i don’t wanna bw weird help,0
ok funny thing is i literally have NO recollection of waking up and picking up my phone and tweeting this??? like i have no clue what my nightmare was about?? i don’t remember even having one or opening twitter??? thAts scary ,0
a whole 20 years old and i still can’t go go back to sleep after waking up from a nightmare wow,0
"hello good morning i’ve got three finals today & im a lil stressed so if you’re reading this & wanna pray for me or just wish me good luck, i’d be grateful :’)",0
"hahah!! i’m about to take a midterm and i am on the verge of an anxiety attack!!!, also had too much caffeine this morning which just makes the situation worse!! might start cryinf! i’m not even that worried about this exam idk why my body is suddenly in extreme panic mode! help!",0
my talents include wakin up before my alarm & then thinking i have enough time to scroll through twitter for an hour before getting out of bed & then realizing i diDnt have enough time to scroll through twitter for an hour & then panicking & rushing to get out of bed every mornin,0
my biggest fear is actually making tiktoks in public,0
i wore my tiktok sweatshirt out in public today bc i was going to popeyes and thought who cares but now i’m getting laughed at by a group of middle school boys ahead of me in line what do i do,0
was driving home tonight and almost hit a possum but like not a regular possum this was a BIG possum & then literallg three minutes later i almost hit a fox??? they both just sat in the middle of the road staring at me for like an uncomfortable amount of time what does this mEAN,0
had a dream about @TylerFunke last night he broke into my house and didn’t say a wOrd to me but he handed me a rly cute kitten and then left what does this mean,0
isn’t this literally a black mirror episode lmfAo ,0
pls don’t roast me for this i am soft ,0
accidentally had a panic attack at the grocery store bc i couldn’t pick a cake flavor today’s going great,0
officially done with sophomore year of college wOW life is flying by and i am terrified,0
ladybugs are literally my biggest fear they are bEETLES disguised as harmless lil colorful lucky buggers that people make wishes on and like to play with but rly they are gross beetles that will fly into your face and get into your nose/ears/mouth and lay eggs and i hate them ,0
hey guys sorry i haven’t been on twitter much lately i’ve been too busy getting FAT.  my jeans don’t fit!! my bmi has increased by like 4!! my appetite is insane!! i am spiraling!!!! help!!,0
omw to class today (like a min late) & this guy standing at the door to the building starts following me down the hall & i stop to tie my shoe bc hes a lil too close for comfort & this guy stops walking too?? i’m like lowkey freaked out,0
bandersnatch is driving my anxiety through the roof but i cant stop playing / watching help,0
my aesthetician fosters a french bulldog and he will literally bark until she plays BTS for him smh kpop fans are wiLD,0
hi so i had sleep paralysis for the first time last night & it was tERRIFYING  i couldnt move a muscle but i felt fully awake & my eyes were wide open & there were creepy shadows on my wall & there was this awful ear-ringing screeching noise & all i could do was lay there & cry,0
siapa yang pukimak sangat pergi retweet gambar pennywise ni ha sial,0
paling seram bila tak datang kerja lepastu buat story kat ig melepak lepastu boss reply very syok melepak ah you kerja tak datang weh gugur jantung,0
im 80% done with my preparation... nervous ,0
get ready for zombie apocalypse guys  ,0
mati mati ingat faiz roslan ,0
"jap,,,,, mana subang hidung i ???? tadi i pakai astu mana pergi???? takkan aku sedut pulak nyah",0
i batuk kering gais  minta minta i selamat ya,0
"if we ever face zombie apocalypse for real, i need to save my parents no matter what, i need to find food and medical supplies wtf im thinking too much",0
i dah kata tak lama lagi kita akan face zombie apocalypse  ,0
"cuba korang bayangkan corona virus ni macam zombie virus, tetiba semua jadi zombie apocalypse???????? weh",0
"takkan nak tunggu separuh populasi malaysian mati baru nak declare kritikal, Tun yang kritikal sekarang ni ",0
"I have learned something about myself that I am afraid to admit.  I am terrified of abandonment and because of that, I accept less than I deserve.",0
I have bad constipation issues and laxatives are my important pills. but sometimes it gone wrong when i abused them. and its a bulimic behaviour.,0
I started my treatment for mental health on 2017 when I was in final year of diploma in islamic studies. at first I was worried about what people would talk about me. even my parents. #WorldMentalHealthDay2019 #WorldMentalHealthDay ,0
"Its like a knife right in the back, like the bullet to the head. ",0
"#SuicidePrevention  Every wave of good emotions gets pinned down and taken away from me. Every person I talk to cant hear me.  Every problem I have cant come out of me. Every feeling I get changes rapidly, what is wrong with me. Every demon I have loves to make love to me.",0
You Don’t Know What Is Like. #SuicidePreventionMonth  You don’t know what is like. To be drowning but you can’t die. You don’t know what it’s like. To be listening to your thoughts that keep telling you to die.  The thoughts leave you in the dark. Locked up in your mind.,0
Dr House is that you? ,0
God forbid people have curiosity ,0
Imagine doing your skincare/make up routine video when suddenly.. ,0
This is due to the nCoV scare bro. Nothing to do with Sajat ,0
Geli sial nampak macam bersisik pulak durian tu ,0
Tahfiz is the new Henry Gurney ,0
Gila betul baru sampai je terus start game. Aque takowd,0
i have never experienced this ,0
OMG THIS LOWKEY SCARING ME ,0
oh my god ,0
  omg what snake print top? and what black top  ,0
what the actual fuck ,0
my boyfriend just told me hes eaten a bat before... i aint trynna catch no corona extra,0
omg my did boyfriend tweet this ,0
why do i feel like ive been here before,0
abuser,0
i swear my classmate looks like future,0
what the actual fuck... worms for fucking brains ,0
WAIT WHAT? ,0
"Follow me on TikTok! (newt120)   This dude has been stealing my videos and reposting on there.  Worst part is he doesn’t even upload the part where I say, “PARSLEYYY” *shivers ",0
"Wtfff I’m being summoned for Jury Duty tomorrow. Y’all think if I record myself doing TikTok dances in City Hall, the judge will send my ass home?",0
Beginning of the decade V.S. The end of the decade    I’m dead. This was my first MySpace profile pic ,0
"I’m lactose in taller ant, and this is literally what i see in the corner of my room when I have sleep paralysis  ",0
"Bruh, I spent the whole day making the chicken video and forgot to study for my Midterm that I have tomorrow. If you see me sleeping on the streets in a few years, y’all better let me hold a dollar ",0
"Yooo, the adults werent lying when they said your 20s will be confusing af. Half the people I know are busy being pregnant and the other half are recovering from alcohol poising from drinking the night before. Some are doing both...... wait",0
Pray for me guys. Ain’t nothing wrong. I’m just about to drink a large Vietnamese coffee on an empty stomach,0
"One of my biggest fears is waking up to someone/a ghost tickling my feet. Can you imagine coming out of REM sleep to a MF talking about GOOCHY goochy goo!? Bitch Idc if Im an adult, I will piss my pants right now",0
Y’all telling me a piece of grass fed this steak??,0
People in Texas are all holograms made by the government cause I can’t believe Mfs really out here surviving in 100+ degree weather. HOW??,0
"Just bought steak from the Dollar Store, and about to do a video comparing it to a regular steak. Kinda nervous about this one. If I die, someone please delete my browsing history. ",0
"Bruh, is Attack On Titan fire or nah? Ive been meaning to start it but that shit low-key look scary ",0
These Snapchat filters are actually crazy.  Everybody.... meet Newtina.   (Last pic is what I see in the corner of my room when I have sleep paralysis ) ,0
aw hell nawl. Send this demon rat in a UPS box with overnight shipping straight to the moon. This thing POSSESSED possessed  ,0
