text,emotion
"I have learned something about myself that I am afraid to admit.  I am terrified of abandonment and because of that, I accept less than I deserve.",0
I have bad constipation issues and laxatives are my important pills. but sometimes it gone wrong when i abused them. and its a bulimic behaviour.,0
I started my treatment for mental health on 2017 when I was in final year of diploma in islamic studies. at first I was worried about what people would talk about me. even my parents. #WorldMentalHealthDay2019 #WorldMentalHealthDay ,0
"Its like a knife right in the back, like the bullet to the head. ",0
"#SuicidePrevention  Every wave of good emotions gets pinned down and taken away from me. Every person I talk to cant hear me.  Every problem I have cant come out of me. Every feeling I get changes rapidly, what is wrong with me. Every demon I have loves to make love to me.",0
You Don’t Know What Is Like. #SuicidePreventionMonth  You don’t know what is like. To be drowning but you can’t die. You don’t know what it’s like. To be listening to your thoughts that keep telling you to die.  The thoughts leave you in the dark. Locked up in your mind.,0
Dr House is that you? ,0
God forbid people have curiosity ,0
Imagine doing your skincare/make up routine video when suddenly.. ,0
This is due to the nCoV scare bro. Nothing to do with Sajat ,0
Geli sial nampak macam bersisik pulak durian tu ,0
Tahfiz is the new Henry Gurney ,0
Gila betul baru sampai je terus start game. Aque takowd,0
i have never experienced this ,0
OMG THIS LOWKEY SCARING ME ,0
oh my god ,0
  omg what snake print top? and what black top  ,0
what the actual fuck ,0
my boyfriend just told me hes eaten a bat before... i aint trynna catch no corona extra,0
omg my did boyfriend tweet this ,0
why do i feel like ive been here before,0
abuser,0
i swear my classmate looks like future,0
what the actual fuck... worms for fucking brains ,0
WAIT WHAT? ,0
"Follow me on TikTok! (newt120)   This dude has been stealing my videos and reposting on there.  Worst part is he doesn’t even upload the part where I say, “PARSLEYYY” *shivers ",0
"Wtfff I’m being summoned for Jury Duty tomorrow. Y’all think if I record myself doing TikTok dances in City Hall, the judge will send my ass home?",0
Beginning of the decade V.S. The end of the decade    I’m dead. This was my first MySpace profile pic ,0
"I’m lactose in taller ant, and this is literally what i see in the corner of my room when I have sleep paralysis  ",0
"Bruh, I spent the whole day making the chicken video and forgot to study for my Midterm that I have tomorrow. If you see me sleeping on the streets in a few years, y’all better let me hold a dollar ",0
"Yooo, the adults werent lying when they said your 20s will be confusing af. Half the people I know are busy being pregnant and the other half are recovering from alcohol poising from drinking the night before. Some are doing both...... wait",0
Pray for me guys. Ain’t nothing wrong. I’m just about to drink a large Vietnamese coffee on an empty stomach,0
"One of my biggest fears is waking up to someone/a ghost tickling my feet. Can you imagine coming out of REM sleep to a MF talking about GOOCHY goochy goo!? Bitch Idc if Im an adult, I will piss my pants right now",0
Y’all telling me a piece of grass fed this steak??,0
People in Texas are all holograms made by the government cause I can’t believe Mfs really out here surviving in 100+ degree weather. HOW??,0
"Just bought steak from the Dollar Store, and about to do a video comparing it to a regular steak. Kinda nervous about this one. If I die, someone please delete my browsing history. ",0
"Bruh, is Attack On Titan fire or nah? Ive been meaning to start it but that shit low-key look scary ",0
These Snapchat filters are actually crazy.  Everybody.... meet Newtina.   (Last pic is what I see in the corner of my room when I have sleep paralysis ) ,0
aw hell nawl. Send this demon rat in a UPS box with overnight shipping straight to the moon. This thing POSSESSED possessed  ,0
"The baddest kids in High School turned out to be wholesome and low key after they graduated, and the smart kids turned into druggies shooting TOP tier Pablo Escobar drugs into their forehead veins. NO  ",0
"Just when i thought i seen it all, a video of a chick deepthroating a god damn SNAKE appears on my timeline.....",0
Going out for a date tomorrow and suddenly I have nothing to wear.,0
"Watching The Act now and omg, how can anyone NOT recognise thats Gypsy just bcs shes wearing a red wig? She pretty much still look the same???",0
Omg kena workout ni dah gemuk ,0
"Me: *minding my own business*  Random dude : Awak pakai mask pun saya tau awak cantik.  Ok, thank you. But can men pleaaase stop being creepy?",0
"Discussing Kak Anas wedding and seeing the pictures that she sent for her hantaran made me realised that this is reaaally happening. Omg, am I even ready?",0
"13 hb finals, 13 hb juga hantar AW. ",0
"OMG HEARING ZAKIAH ANAS CAKAP Jenayah membawa padah. Zakiah Anas, 999 GIVES ME THE CHILL MAN!!",0
Omg masuk angin ke ni ,0
what tf should i do for a tiktok ION KNO ANYMORE,0
the meleis haven’t unfollowed me yet.. yikes ,0
i feel like jongdae getting married is so shocking to me that i forgot jongin’s bday is tmrw rip,0
ROACHES  ,0
ARE U KIDDING ME JDHKSJDJD ,0
ni kalau tengok depan mata habis mampus aku  ,0
him: *staring at me  him: “i’m so tired of ur cuteness...i wanna break up”,0
b nak fuck? ,0
"to the heteros, tak takut bala ke? ",0
so nervous about this week cuz my boss isn’t around so i would need to handle everything myself ,0
ok but like did my mom just suapkan kek to my bf ,0
wow i feel like i dont age ,0
WWIII turned real quick into WWZ.,0
"My webcam keeps changing contrast levels while streaming,  my streaming light is busted and my pc wont allow me to stream League of Legends, Skyrim and Black Desert Online for unknown reasons.  Im haunted. ",0
EPISODE 76 HERO ACADEMIA: FUCKING CHILLLLLLLLLLSSSSSS!!!!!!! ,0
I just had a day dream about me being tickled by a magnapinna squid. What does that mean?,0
I need to buy a new GPU which is the most expensive part of my pc. Im so so doomed.,0
a rare body shot appeared ,0
I cant believe I actually walked around for 6 months with green hair......  ,0
"On twitch people say Sasha Grey, on Instagram Agnez Mo. I dont  see it ...  ",0
"Shit, tak sedar esok dah jumaat",0
Just realized I’m currently doing 3 jobs. What was i thinking ,0
Perempuan melayu baru pregnant sebulan terjatuh dah bleeding&amp; gugur. Orang putih mengandung 9 bulan siap terpijak paku lagi boleh survive sampai beranak tanpa keluar bunyi sambil kena kejar dengan raksasa,0
I suka share good things happen to me after i sedekah bukan nk riak i sedekah sbb aku sedekah berapa posen je pun tapi korang tak rasa magic gila ke tuhan balas our good deeds tu sekejap je??!!,0
Omg i’m 24 already,0
Siapa yg tegur chib semalam ye? ,0
"Tolong, otak chib kena sedut ",0
Kenapa dengan zul ariffin?,0
Menyesal pulak dulu cakap kat bofen “nanti saya dah kerja awak nak apa awak cakap je” macam mana nak tarik balik ye,0
Banyak kerja tertangguh ni matilanak  esok memang kena mintak tolong officemate jadi photographer jap hahaha ,0
Tengah tunggu client sorang2 dekat ss15 ni. Doakan chib selamat sebab chib takut tikus ,0
Sayangnya siapa tak apply affordable house under bnm fund ni sebab rate 3.5% je fixed lak tu. Lepas November takde dah offer ni,0
yo btw i heard that theres a place in cameron highlands thats for real haunted and now im kinda intrigued  jom pergi? akdjskdj,0
wait why do i miss 1D at this hour,0
kenapa banyak sangat weird accounts that just followed me here? cant you bring that energy and follow my instagram instead ,0
NOW WAIT A DAMN MINUTE ,0
"not only did Amber Heard abuse Johnny Depp, she also abused the #MeToo movement? ",0
i hate it when cats zone out and start staring at ceilings and dark spaces pls stop you creepy lil shit,0
i cant believe theres a 9th Fast and Furious but we still cant get past Final Destination 5,0
if i saw it y’all need to see it too ,0
bakpe ramai ngat org add snapchat aku ni....i aint used it for years now,0
ni watermelon kena racun kat china kan ,0
wow this drag ,0
did i just get someone fired? i hope im not the first to complain ,0
this grab driver is ins*ne,0
macam mana boyfriend saya boleh sesat dalam ni? ,0
i rasa maya karin dah start period kot harini,0
how can i sexually attracted but romantically uninterested to everyone both at the same time.,0
im terrified to meet new people,0
Ironic that Thursdvys is closed on Thursday.,0
astaghfirullah im hoeni in the office,0
Just bought winter jacket dah untuk travel this CNY but terlupa passport dekat kedah omg!!!!,0
emm dari mana new followers ni tiba2 datang?  tweet2 sundal i ada appear dekat mana2 ke?,0
"awal nya budak2 gi sekolah, how yall do that",0
i dont get it. so your life centralize on making guys turn on ke macam mana? ,0
wtf english i sumpah tak faham ,0
omg im financially poor!!! ,0
omg remind me to not drunk tweet next time ,0
guys what happened?? i baru keluar tandas,0
"Girls, what PRECAUTIONS yall take when going out at night?  Because we men have NONE.",0
i traumaaaa,0
oomf tweeted a topless tease made me hoeni af,0
fellas is it gay to wear fossil and daniel wellington watches ,0
how is it not christmas anymore,0
"colleague: can u explain this coding part to me me: idk how else to tell you aside from what i’ve mentioned, plus idk much about coding colleague: but idk how to do it me: colleague: me: colleague: no wait i’ve just read your email that you sent 40 minutes ago  ",0
"just recently watched this movie &amp; knowing the true story of anastasia and the romanov family, made this even darker like y’all i had goosebumps throughout ",0
reading the thread & realizing he’s not even her boyfriend??? he really tried it lmao ,0
y’all ever ate so much you just started sweating,0
has this girl been living under a rock ,0
eh tak terkejut pulak dia this time ,0
"my girlfriend’s been complaining about how her phone hasn’t had internet for weeks which was weird bc her bill’s paid so she’s been using my hotspot everytime &amp; today she told me she forgot to restart her phone,,, &amp; now she has 4G again,,, why is she like this,,,",0
will now refer to horses as clip clop friends from now on bc it’s a dog’s world we’re just living in it ,0
oH No tHiS aLcoHoL iS bEiNg dIsPlaYeD iN pUbLiC mY mUsLiMnEsS iS MeLtInG ,0
apa bayar rm500 ni bukan sugar daddy dah ni tepung beras daddy ,0
i obviously havent been keeping up with the kardashians like how they got so many babies all of a sudden ,0
is it me or do zahid’s eyes &amp; his wife’s eyebrows look exactly the same ,0
“tRiBal CuLtuRe” of pEniNsuLa mAlaYsia like ok sis ,0
things i didn’t do today: not cry while watching frozen 2,0
i checked the trending list for godfrey gao (rip) &amp; chin peng was there instead??? why are we focusing on the wrong asian,0
today i came in late &amp; my boss called me in &amp; told me he saw me having thosai &amp; teh ais at the mamak so my question is should i resign now or tmrw,0
what if the baby themselves reveal their gender during the gender reveal party through the mom’s belly like a teletubby,0
semua main terkejut terkejut ni macam surprise party la pulak ,0
why does dua lipa look like rachel stevens in her new album cover,0
she looks like a sim ,0
bitch i choked ,0
my insecurities are screaming at me today HAHA we ️️️ clownin,0
i thought this was a pee pee ,0
cant believe im turning 22 this year ew,0
this is really weird lesbian porno ,0
Jap jap wtf?,0
Kaki dorang omg!!! Fuck ,0
Nak delete ke tak tweet. Aish takut ah kena viral ni srs,0
I’m really scared of zombies. Really really scared because why? Because I believe zombies it can be real. Humans can be zombies. And right now........  all this virus semua... Allahu takutnya,0
Kenapa ramai buat cover dance monkey semua nk buat suara original singer. Like “wait u don’t sing like that”.,0
Did they just throw the dog like that?! Wtf ,0
Jap pedoq ni sape n asal ramai dm ckp pasal dia ni?,0
This location is at kampar I still can’t believe this ,0
Sumpah tak expect weh,0
Let me tell you something. The social media only know 10% about me. N yall can just judge by that?,0
OHHHHH SHITTTTT YESSSHDKDKDKCNCNCMD ,0
Umur 18 dah simpan duit nk p lawat pakwe bulan 4. TAK RISAU KA DENGAN SPM NAK KELUAR BULAN 3 NI,0
"Sampai rini tak nampak articles dia positive ka tak, betoi ka tak dia pergi. Pelik. ",0
Kerete menteri malaysia ka ni? ,0
Owh kalau dekat malaysia budak budak pakai tudung tanda oppression and dikongkong. Takda kebebasan. ,0
Tak rasa pelik ka tengok pondan persoal pasal kepercayaan agama orang lain tapi bila orang question gaya hidup songsang tahu plak melatah cakap org homophobic. So dia sekarang jadi islamophobic ka tak? ,0
Fak ngeri ,0
Perempuan tak kira bangsa negara dan agam. Semua ada skill fbi csi ,0
Sejak bila ada carboot sale dekat rumah aku ni,0
#til pelat tu cacat. Shit aku pelat jugak. Means aku ni OKU?? ,0
Anyone here had sleep paralysis before? May i know what kind of demons you saw?,0
Awake and hungry asf. Oh my god.,0
"Its crazy how one day, Im fine. Im actually happy to be alive, Im content with life. Then the next day Im done. I dont want to be here anymore, I wish i could dissapear.",0
anxiety really drain ur energy wtf,0
wow i had a good sleep,0
This corona virus reminds me of the flu &amp; nipah virus from k movie and drama wth,0
do you ever just go “woah wtf?”,0
THIS IS SO FUCKED UP IM TRAUMATISED ,0
"singapore is so expensive, what can u do with $50 ",0
u?????? appreciate me??? that’s wild,0
wtf i thought it’s his mom.... ,0
Is it jennie who used to date Kai exo?,0
Where’s my Oscar for acting like everything is fine,0
breaking news: tomorrow is monday,0
I wanna make you the kinda happy that when you lay in bed at night you’re just like wow who even knew this was even possible,0
I just spent 500 on a phone cover like im some anak dato,0
WHY IS SHE INDIANFNDNNDJD ,0
SHE TURNED WHITENIFJJDI ,0
STOPPPP WTF IS GOING ON IN THIS THREAD ,0
WHY DOES HE KEEP DOING THAT IM SCARED ,0
Bruh kl is so empty my grab to Times Square from nilai is half the usual price,0
Bitch i wanna pay all my damn bills today and SUDDENLY my bloody bank cant be logged in,0
I SCREAMEDDMKSJSSKNAWKWJ ,0
FUCK i just woke up from an accidental 2-minute sleep where i dreamt i was talking to a pussy ass boy who kept chewing on my hands whenever he screams,0
Some malays really callin that ig shit syirik... do yall know what syirik is,0
Woah ive just been diagnosed with Anxiety by the doctor,0
if ur gonna catfish as me on tinder a) that’s weird and pathetic and b) pick good pictures?????? please???,1
i just sneezed in a 200 person lecture center and nobody blessed me im never coming to this class ever again i hate everyone,1
life hack if u don’t like the way i dress u can just close ur eyes,1
everyone keeps talking about penn badgley in you and gossip girl but have y’all ever seen john tucker must die,1
i’m- ?? what?? there’s so much to unpack here and all of it is awful ,1
not a single old white person at this coffee shop has smiled back at me upon making eye contact so i’m assuming they’re all racist should i start throwing hands with the next person that looks st me,1
i literally hate albany with my whole heart lmfAO,1
hello 911??? my little brother just said he’s going to start cutting off bits of my hair & selling it as my merch,1
is there a way to block every single man on instagram over the age of 40 like with one click ??? bc that would be vEry convenient,1
i was just choking on some bubble tea and my little brother (who does not know how to do the heimlich maneuver) tried to save me by punching me in the stomach??? a whole idiot????,1
if u unironically retweet trump onto my timeline i’m unfollowing u idc & i’m not sorry,1
"if the professor of my hour & a half long class has a strict no bathroom policy, it is legally & socially acceptable for me to pee in my seat  this is ur fault prof, not mine",1
stop what you’re doing & go give ur mom a hug,1
blake get off your phone we’re in class,1
from now on if u leave me on read / opened / seen i’m publicly exposing u for it on twitter & then you’ll have to respond,1
the fad of restaurants doing a novelty food prep performance in front of a table of people while everyone independently takes out their phones and films it is the worst thing since the bubonic plague,1
"ok so 20 minutes into my first class of the day, ive learned that my calc professor underlines every word he writes on the board but he underlines every word individually & it shouldnt bother me at all like i realize its stupid to be bothered but sir?? inefficient!  do one line!!",1
LMFAOOO when he tossed the draining thing at her i LOST IT ,1
i’m not usually one to hold a grudge but i don’t think i can ever forgive trader joe’s for discontinuing their salmon jerky,1
benji krol sucks and he probably smells bad in person and he doesn’t know how to text back and also someone needs to delete the emoji keyboard from his phone ,1
made it out of bed and down to the kitchen and we don’t even have any english muffins tonight sucks ,1
someone went into my closet and stole the 2 cosmic brownies i was hiding in there for myself and they left me an empty box and i’m very very angry right now i’m going to throw hands who would do this to me &gt;:(,1
both of my text door neighbors left me on delivered do u think they’ll respond if i follow up and tell them i’m tiktok famous,1
i blocked varli on tiktok because she & her videos make me so uncomfortable and now she’s showing up all over my twitter timeline how do i mute someone’s FACE,1
i’ve been trying to record a youtube video for the last half hour & i am such a MESS why is it so hard for me to talk to a camera all of a sudden,1
"maybe im too soft but its really really frustrating dealing with muslim followers that want to police everything i do. my sins are my own. if i want to thread my eyebrows, ill thread my eyebrows. if i want to wear makeup, ill wear makeup. i wish people would mind their business",1
ok that’s it from here on out if i get left on read for more than 5 mins u are getting bLOCKED idc &gt;:(,1
"sometimes wearing hijab in the summer is annoying but what’s even more annoying is when people pitifully look at me and say things like “you poor thing, you must be sO hot” smh you’d never go up to a nun and say that pls leave me to sweat in peace thank u i’m fine",1
everyone on twitter keeps calling me soft?? i am not soft !! im tough! a total badass!! i’ll square up!! never lost a fight!! &gt;:(,1
i think i might have developed lactose intolerance and i’m super annoyed bc i love milkshakes and lattes and pistachio ice cream but i guess it’s a blessing in disguise bc f*ck the dairy industry,1
#NAME?,1
i hate him ,1
i’m disowning my brother does anyone want him ,1
petition to have everyone unfollow @imranye and bring him back below 10k so he’ll s h u t u p about it ,1
"in conclusion, men are trash ",1
on today’s episode of white people are stupid: ,1
this wasnt meant to sound arrogant or cocky lmao idk why yall are getting tight i obviously dont mean fans of my twitter ,1
i better get pAID for this smh ,1
this boy in my french class walks in every day and puts his stuff down in someone else’s seat and then proceeds to go sit on the opposite side of the room but in a different persons seat everyday and he’s always screwing up the unassigned assigned seating and it’s so ???!???:?!!’,1
brody? did u mean  b r̶o̶d̶y̶ itch,1
i’m sitting inside of a chipotle with my little brother right now and he keeps VERY loudly saying “zahra stOp farting” and people are looking at us and i want to die i’m going to punch him in the throat,1
so what if i wear hijab? i’m still gonna wear scrunchies on my wrist because i’m q u i r k y ,1
"omg ok it was a stUPID joke!!! made for an audience of 13 year olds on tiktok!! if it offended you, i’m sorry!! if you don’t think it’s funny, you don’t need to tell me, just close your eyes!! keep scrolling!! stop being assholes!!!!",1
words are my love language so please just like fucking speak your truth thanks ,1
walked into my last class of the day & this boy starts talking to me while we wait for the professor to show up  lmk how after tEn minutes of forced conversation this kid is finally like “oh u know class is cancelled today right?”  hello?? wtf? why r u here? why am i still here? ,1
to whoever nazared me and is making my skin break out: i’m gonna beat u up &gt;:(,1
i’m at a sleepover and my friend won’t make tiktoks with me but it’s 3:30 am and my mom says it’s too late to pick me up i am so mad,1
"people keep comparing bird box to a quiet place but uh quiet place sUcked and bird box is easily one of the best movies of 2018 so if u haven’t seen it, put it on your list 10/10",1
i don’t care if the past tense of glow up is glowed up i’m using glew up and that’s that,1
there is a squirrel in my ceiling and he’s been running around nonstop for hours i’m either gonna off him or i’m gonna off myself i am tIRED,1
if my twitter annoys u or u think i’m “trying too hard” theres an unfollow button and even a mute button!! lmao get my name out of your mouth & find better things to talk about  :),1
accidentally took like a 7 hour nap today and now it 4am and i’m wide awake i hate myself,1
there is literally only one other person in my class rn and the TA is still yapping  on with his lecture asking “everyone understand?” everyone??.? hello no one is here let us go,1
"old guy at the foot massage place at the mall just stopped me and asked me why i wear the hijab and then asked me how many husbands i’m allowed to have and then asked me why i cant have more than one LMFAO hello??,?",1
korang jumpa boyfriend berduit ni kat mana doh ,1
taula seronok tapi janganlah post emoji badut cb  ,1
kau sebenarnya bertudung ke tak ni aku confused la,1
makcik pernah dengar Quran apps tak? lain kali jangan tahu main facebook je ,1
AKU STRESS MANA NAK TENGOK ATTACK ON TITAN SEASON 3 NI SEMUA WEBSITE AKU TRY TAKBOLEH APA BODO,1
"just nak pesan , if you guys nak tegur or tak suka apa yang orang lain tweet . maybe boleh dm je terus , tak perlu kot nak buat tweet yang kurang ajar or menyakitkan hati .",1
buat malu orang pahang la sial eh melayu pukimak ,1
you shouldve stayed in a coma for real ,1
"orang muka macam jubor je takpakai dp astu rt porn, bodoh sangap melayu pukimak ",1
yes most of us want attention but most likely kitaorang nak seek help in an indirect way from people and we want people to know that were struggling inside ,1
i said stop putting hopes on the wrong people you stupid bitch ,1
nak berak tapi tak ada air bodo macam mana ni,1
kena register alaaaaa ,1
"dengan yakinnya, jaga hati sikit boleh? i malas nak marah HAHAHAHAHHAHAHAHHAHAHAHAHAHHAHAHAHAHHAHAHAHHHAHAHHHAHHJAHAHAHHAHAHAH BODO BOYFRIEND SIAPA NI SIAL",1
HAHAHAHAHHA SIAN DIA BODOH ,1
YEY I TAK CONFUSED!!!!!!!!! ,1
"tetiba rasa menangis rasa bersyukur gila break dengan ex boyfriend dulu sebab sepanjang 7 bulan together i selalu keluar duit untuk dia, dia mana pernah ahahahhahahahha aku bodoh tadi bodoh sebab nak perhatian",1
DAH DUA KALI TERTARIK SUBANG KAT HIDUNG NI KANG AKU FEDUP AKU TARIK BAGI SEMUA TERBURAI KARANG,1
cekik cekik astu mati astu bluek ,1
thoha jangan kacau budak tu @muhdthoha5 ,1
TURUN LA KERETA BABI KAU BUKAK TINGKAP APA PASAL ,1
buang masa aku sial tengok ,1
"it still hurts bb, please dont ever do it ",1
hm babi ,1
ini thong bukan mask lah bodo ee ,1
"orang yang ada pasangan selepas break ni sebenarnya dia tak ikhlas pun dengan hubungan sebelum ni, kalau dia ikhlas dia akan ambik masa untuk pulihkan diri atau keadaan bukan terus ada pasangan lain, its either dia dah ada pasangan lain even before break or theyre just a dick.",1
"this dude is weird,, beria cakap girlfriend MUA la apa la bila minta expose girlfriend dia kata macam budak budak nak show off girlfriend like what???? ",1
dia fikir cool ke buat joke macamni ,1
KENAP CHOCOLATE NI MACAM NI?!?! ,1
kirim salam kat tahi ,1
"bangang punya perempuan, pakai emoji biskut pun kena label rempit lain macam level bodoh dia",1
"wahai syed anak beranak rose, pernah tercekik air liur sendiri sebab kena lempang? ",1
"bodoh, tak memasal nak libatkan orang lain jilat aku? kau lemah ke sampai block lepastu tweet pasal aku? berani fight depan depan la mention aku",1
"i makan, lepastu i paksa muntahkan balik, lepastu i lapar i makan, then i paksa muntahkan balik. whats wrong with me..",1
how to mute someones face on twitter ,1
yall be using the term clout chaser for almost everything in every situation and it shows  ,1
bila masa pulak aku sexualise dia lmao ,1
kau asal nak hina melaka eh beruang babi? Kau drpd dulu lg kan? dulu suka kutuk kelantan? Skang nak kutuk melaka pulak? kepala bapak kau la beruang kimak. melaka lagi baik drpd negeri kau. kalau tak suka makan takpayah lah kutuk makanan negeri orang lahanat. buat jam melaka je  ,1
how dare you call my kclique boys fuckboys  ,1
taknak sayang pud dah ,1
diam jela nyah serabut kambing ko ni ,1
ko yang masuk mentions aku astu nak bising asal,1
dah tu jangan la bitter nyah kalau u tak kenal i means u taktau i joke ke bukan heh i sedor diri nyah ,1
ada tahi cicak dua ketul tu buang la najis tau ,1
"benda aku nak blow up, tak blow up. benda aku taknak blow up, dia blow up. eh mati jela",1
"sumpah baru je nak suruh dahlia followback, rupanya fake account *tahan diri dari mencarut* ",1
kau ingat mukbang challenge ke babi ,1
apa lancau ni ,1
"ok,, dont attack me for this but harry styless songs are trash idk im just saying ",1
dah rupa macam ada cicak dalam jubor ,1
"peha gemuk, perut gemuk, tetek gemuk, apa yang tak gemuk? babila stress aq",1
babi la siapa yang buat rasydan macamni sial gentle aku kenal kau aku siat mulut cibai kau,1
kau cakap aku gemuk? kau tunggu aku kurus nanti aku ludah balik muka kau,1
"take down gambar ni, i tak pakai tudung la ",1
kenapa nak marah ahahahahahhahahahahahhahah ,1
"nyah, ko yang tak reti rebus telur ko salahkan orang lain pulak ",1
"susah betul kalau post apa apa kat whatsapp status, mesti ada family member yang sibuk reply",1
"minta minta virus tu kena kat dia dulu, bodohnya ngak bisa dibendung ",1
"aku tak minat betul orang tweet pakai emoji badut ni, aku phobia lah ",1
ALA PAKSA BUAT TIKTOK JE MACAM PAKSA MAKAN TAHI PULAK ,1
habis kalau tak retweet tak sayang mak la? #bitter ,1
someone tolong batuk kat muka Tun Mahathir ni bagi dia sedar virus ni bukan boleh bawak main,1
Ya Allah panasnya cuaca rasa nak maki orang,1
apa yang pengotor sangat ni pantat ,1
kencing kat driver bas nanti dia berhenti ,1
anakbabi1234 ,1
"nak demo pakai mask pun kelam kabut, rimas aku ",1
"babilah this is fucking scary, can our prime minister do something already? bodo la ",1
"Chinese local tak perangai macam monyet, tak berak kencing merata, kita boleh bezakan kat situ. ",1
"apa yang payah sangat, hantar balik jela orang sana balik negara dia yang pi buat teruk apa masalah? kata bangang kang marah ",1
macam ada sorang budak twitter post tiktok kata delete soon tapi sampai kesudah tak delete ,1
I fucking tired with myself.,1
"Me: wow, today nothing bad really happened! My brain: *flashing images of me stabbing my neck with a pen* Me: thats why I hate you, you bitch",1
Still messed up till this day from people who I trusted just for them to drop me like Im nothing. Abandonment issues can do so much damage to your trust.,1
"It doesnt matter how many times you ask if Im ok, I never answer truthfully.  In my mind its too much for you and anyway, you dont want to know.",1
"I feel so suicidal, I really want to harm myself. I dont know the reason why I feel this way. Shit.",1
"The only thing more exhausting than being depressed, is pretending that youre not.",1
kau fikir lawak ke? bodoh ni isu sensitive lah. kau jangan sampai Tuhan uji kau dengan sakit mental sampai kau sendiri yang nak bunuh diri nanti ,1
ni lagi satu bodoh. takpe aku doakan kau rasa depresi tu apa. kau tunggu jap aku buat tahajud malam ni ,1
eh kau jaga sikit kalau nak cakap tu eh. kau ingat orang depressed ni suka suka ke nak cut? Its the way that they only have to counter out their suicidal feelings and thoughts. tak faham? takpe kosabajap aku doa banyak2 malam ni supaya kau rasa depresi tu apa. ,1
“are you okay?”  no i’m not. i want to die. i just want to go away for good. nobody cares about me. nobody wants me around.  instead-- “i’m fine.”,1
“why are you always so depressed? just be happy!”  that’s like being told:  “why do you have asthma? there’s so much oxygen!”,1
